index,Src IP,Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Fwd Packet Length Std,ACK Flag Count,Fwd Seg Size Min,label,Slice
11,4.720478363875496,-1.56549394951785,3.442120378187869,-0.2508475511916248,-0.7989306328703419,-0.0030306384889641,-0.5395427047696095,-0.0022552641016483,2.993291678174774,0,1.0
14,-0.2613777073034682,-1.56549394951785,4.969110511364989,-0.2508475511916248,-0.7989237767879012,-0.0050452366603734,-0.5395427047696095,-0.002759888685456,0.0199875559283781,0,0.0
15,-0.0764210982763799,1.3973318326940458,-0.2497287413394611,-0.2508475511916248,-0.5107978150753619,0.0292029322535842,1.1930609709223698,0.0169204700830465,2.993291678174774,0,0.0
23,-0.076069681592743,1.213085661944857,-0.1219093328573824,3.981403314451372,-0.7139690999777216,-0.0020233394032595,-0.5395427047696095,-0.0030122009773599,-2.953316566318017,0,1.0
76,-0.0764211036386548,1.200015336493189,-0.2497287413394611,-0.2508475511916248,-0.7965111411270446,0.0050277541966729,0.9142805762704797,0.0017817325688137,0.0199875559283781,0,0.0
87,-0.0760696869550179,0.1983944115329309,-0.2497287413394611,-0.2508475511916248,-0.7989307739419971,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
100,-0.0760696762304682,0.5808149762925457,-0.2497287413394611,-0.2508475511916248,-0.7989300403693902,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
103,-0.0764210982763799,0.5615375078657613,-0.2497287413394611,-0.2508475511916248,-0.798930745727666,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,0.0
117,-0.0764210982763799,0.3074988270792871,-0.2497287413394611,-0.2508475511916248,-0.4737645588073393,0.0050277541966729,2.1856866503174226,0.0017817325688137,2.993291678174774,0,0.0
120,-0.0760696762304682,0.1230003334449308,-0.2497287413394611,-0.2508475511916248,-0.7989306328703419,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
122,-0.0764210982763799,1.46303671199162,-0.2497287413394611,-0.2508475511916248,-0.798930745727666,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,0.0
123,-0.0760696762304682,1.0558885044856063,-0.2497287413394611,-0.2508475511916248,-0.7989264007206871,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
130,-0.0760696869550179,0.9408292688493012,-0.2497287413394611,-0.2508475511916248,-0.5042836903267498,0.0161080441394239,0.8477867238216529,0.0078372275745068,2.993291678174774,0,1.0
136,-0.0764211090009297,0.9694931486043104,-0.2497287413394611,-0.2508475511916248,-0.7910530505746202,0.0110715487109007,0.8260168213556589,0.0043048554878525,2.993291678174774,0,0.0
139,-0.0764211036386548,0.3531188047175415,-0.2497287413394611,-0.2508475511916248,-0.5516208767162322,0.0100642496251961,0.8774294284384674,0.0038002309040447,2.993291678174774,0,0.0
146,-0.0760696869550179,1.4515307884279898,-0.2497287413394611,-0.2508475511916248,-0.7866820864111803,0.002005856939559,1.164525833572184,0.0005201711092943,2.993291678174774,0,1.0
147,-0.0760696869550179,1.144403372602308,-0.2497287413394611,-0.2508475511916248,-0.7749682579537325,0.0040204551109683,0.9837875564923808,0.0012771079850059,2.993291678174774,0,1.0
188,-0.0764211036386548,0.3784520223883421,-0.2497287413394611,-0.2508475511916248,-0.4883905012278988,0.1269109435669338,0.0223577136393251,0.0663736792962069,2.993291678174774,0,0.0
193,-0.0760696923172928,0.8382852483172957,-0.2497287413394611,-0.2508475511916248,-0.7972931295259208,-0.0010160403175548,1.6270698099419991,-0.000741390350225,0.0199875559283781,0,1.0
198,-0.076069681592743,1.4621283496050177,-0.2497287413394611,-0.2508475511916248,-0.7785680680214123,0.0211445395679471,1.0507662674787182,0.0085941644502185,2.993291678174774,0,1.0
199,-0.0760696762304682,0.6699354193336489,-0.2497287413394611,-0.2508475511916248,-0.7989307739419971,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
201,-0.0764211090009297,1.4659636574595614,-0.2497287413394611,-0.2508475511916248,-0.4780448703251741,0.0060350532823775,0.8695085400525426,0.0022863571526215,2.993291678174774,0,0.0
212,-0.0760696869550179,1.0687065070521071,-0.2497287413394611,-0.2508475511916248,-0.7989305764416799,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
218,-0.0760696762304682,0.3343459820610917,-0.2497287413394611,-0.2508475511916248,-0.7989305482273488,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
224,-0.0764211143632045,0.1459112514181249,-0.2497287413394611,-0.2508475511916248,-0.4941837780329806,0.0261810349964702,0.536558765021925,0.0169204700830465,2.993291678174774,0,0.0
234,-0.076069681592743,0.3244549249625321,-0.2497287413394611,-0.2508475511916248,-0.7971603246697543,0.0030131560252636,1.0634084492982847,0.0007724834011982,0.0199875559283781,0,1.0
246,1.0926448989814828,-1.56549394951785,4.543104301626503,-0.2508475511916248,-0.798930745727666,-0.0050452366603734,-0.5395427047696095,-0.002759888685456,2.993291678174774,0,1.0
257,-0.076069681592743,0.304470952457279,-0.2497287413394611,-0.2508475511916248,-0.7989306328703419,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
260,-0.0764211036386548,1.3604926914596147,-0.2497287413394611,-0.2508475511916248,-0.7984372770779206,0.0030131560252636,1.0651384478285266,0.0005201711092943,0.0199875559283781,0,0.0
261,-0.0760696923172928,1.301449136330458,-0.2497287413394611,-0.2508475511916248,-0.7989251592901218,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
269,-0.0764211090009297,1.3595843290730123,-0.2497287413394611,3.981403314451372,-0.7810120780183762,-8.741231850234042e-06,5.183697823109172,-0.0030122009773599,-2.953316566318017,0,0.0
283,-0.0764210982763799,0.5500315843021307,-0.2497287413394611,-0.2508475511916248,-0.7505841634311915,0.0513635121390861,1.0211191290680124,0.0292837723863366,2.993291678174774,0,0.0
285,-0.0764211036386548,0.2276638662123419,-0.2497287413394611,-0.2508475511916248,-0.4814062410813046,0.0151007450537193,0.7279279129923057,0.0070802906987952,2.993291678174774,0,0.0
286,-0.0764210982763799,1.2562328753084715,-0.2497287413394611,-0.2508475511916248,-0.7967232846820723,0.0040204551109683,0.9831212973869904,0.0020340448607176,2.993291678174774,0,0.0
303,-0.0760696869550179,0.413878155465836,-0.2497287413394611,-0.2508475511916248,-0.798930745727666,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
340,-0.0764211090009297,0.9114588850158232,-0.2497287413394611,-0.2508475511916248,-0.5062380406086575,0.01308614688231,0.9703957885667388,0.0055664169473719,2.993291678174774,0,0.0
349,-0.0760696762304682,0.5909078916992392,-0.2497287413394611,-0.2508475511916248,-0.5054419732585965,0.3646335277932279,-0.1025272871494392,0.2281058584065938,2.993291678174774,0,1.0
357,-0.0764210982763799,1.40146992801079,-0.2497287413394611,-0.2508475511916248,-0.7989306892990039,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,0.0
368,-0.0760696923172928,1.0717343816741152,-0.2497287413394611,-0.2508475511916248,-0.7970033401318936,0.0030131560252636,1.0626900466028528,0.0015294202769098,2.993291678174774,0,1.0
377,-0.0760696869550179,0.5826317010657506,-0.2497287413394611,-0.2508475511916248,-0.509146260994087,0.0110715487109007,1.813412274428211,0.0050617923635641,2.993291678174774,0,1.0
385,-0.0764211036386548,0.5846502841470893,-0.2497287413394611,-0.2508475511916248,-0.7989306046560108,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,0.0
403,-0.0760696923172928,1.0284357745794002,-0.2497287413394611,-0.2508475511916248,-0.4996083499601393,0.076545989281702,0.1570039559256288,0.0474502574034159,2.993291678174774,0,1.0
405,-0.0760696869550179,1.3564555252969377,-0.2497287413394611,-0.2508475511916248,-0.7989306892990039,-0.0040379375746687,-0.5395427047696095,-0.0030122009773599,0.0199875559283781,0,1.0
420,-0.0760696869550179,1.1069586564434752,-0.2497287413394611,-0.2508475511916248,-0.7957675524327026,0.0050277541966729,0.9152301996456252,0.0020340448607176,2.993291678174774,0,1.0
